id,name,label
5682,"Chicken, dark meat, thigh, meat only, enhanced, raw",0
11147,"Chard, swiss, raw",1
1210,"Egg Mix, USDA Commodity",0
11099,"Brussels sprouts, cooked, boiled, drained, without salt",1
17246,"Lamb, domestic, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0
6229,"Turnip green, ""Nozawana"", leaves, raw",1
10352,"Mollusks, spear squid, raw",0
13824,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0
5696,"Turkey from whole, enhanced, light meat, meat only, raw",0
17410,"Lamb, New Zealand, imported, loin, boneless, separable lean and fat, raw",0
10905,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",0
14620,"V8 V. FUSION Juices, Peach Mango",1
02_0009,"Pea, dried, raw",1
573,"Swiss roll, apricot stuffing",1
11403,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",1
23281,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0
842,"Dill weed, dried",1
plant-based-85,Plant Based Spinach Noodles,1
11930,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",1
13893,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",0
8668,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, Nutty Clusters & Almonds",1
8376,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MARSHMALLOW FROOT LOOPS",1
429,"Beef, striploin ""cap on"", raw",0
39,"Chocolate, bitter",1
220,"Currant, red, raw",1
14436,"Orange breakfast drink, ready-to-drink, with added nutrients",1
9412,"Pears, raw, bartlett",1
10955,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",0
5033,"Chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",0
13835,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0
17395,"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw",0
plant-based-145,Vegan Sweet Potato Coconut Curry,1
17392,"Lamb, New Zealand, imported, neck chops, separable lean only, raw",0
7974,"Bacon, turkey, low sodium",0
11907,"Corn, sweet, white, canned, cream style, no salt added",1
17099,"Veal, leg (top round), separable lean only, raw",0
6040,"Turnip, pickles, salted pickles, leaves",1
11707,"Asparagus, canned, no salt added, solids and liquids",1
5688,"Chicken, dark meat, drumstick, meat and skin, enhanced, raw,",0
15140,"Crustaceans, crab, blue, cooked, moist heat",0
5704,"Turkey, whole, enhanced, meat only, raw",0
13860,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0
23313,"Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw",0
15098,"Biscuits, soft biscuits",1
8180,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",1
1158,"Currant, black, juice, concentrated, sugar not added",1
9012,"Apples, dried, sulfured, stewed, without added sugar",1
676,"Pepper, hot chili, raw",1
23315,"Beef, Australian, imported, grass-fed, loin, top sirloin cap-off steak/roast, boneless, separable lean and fat, raw",0
361,"Buckwheat groats, raw",1
8087,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain CHEERIOS",1
11793,"Kohlrabi, cooked, boiled, drained, with salt",1
23099,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0
16396,"Peanuts, virginia, oil-roasted, without salt",1
23408,"Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted",0
14156,"Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12",1
9152,"Lemon juice, raw",1
589,"Egg, hen, whole, pasteurized, frozen",0
7043,"Roast beef, deli style, prepackaged, sliced",0
16083,"Mungo beans, mature seeds, raw",1
13890,"Beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, pan-fried",0
9004,"Apples, raw, without skin",1
4025,"Soybeans, mature seeds, whole, imported from the U.S.A., yellow seed coats, raw",1
11235,"Kale, frozen, unprepared",1
5120,"Chicken, roasting, dark meat, meat only, cooked, roasted",0
469,"Pop corn, oil and salt added",1
11929,"Potatoes, mashed, prepared from granules, without milk, whole milk and margarine",1
4609,"Animal fat, bacon grease",0
17454,"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",0
9319,"Strawberries, frozen, sweetened, whole",1
42280,"Frankfurter, meat and poultry, low fat",0
plant-based-9,Vegan Meat Free Sausages,1
20623,"Wheat flour, white (industrial), 9% protein, bleached, enriched",1
23285,"Beef, top loin filet, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",0
5662,"Ground turkey, fat free, raw",0
13840,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0
42258,"Cheese product, pasteurized process, cheddar, reduced fat",0
23483,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw",0
plant-based-217,Oat Milk,1
5668,"Ground turkey, 85% lean, 15% fat, raw",0
13044,"Ice cream, ice milk (milk solids ? 10%, milk fat?  3%, including vegetable fat)",0
5678,"Chicken, dark meat, drumstick, meat only, enhanced, raw",0
9251,"Peach nectar, canned, without added ascorbic acid",1
4026,"Soybeans, mature seeds, whole, imported from China, yellow seed coats, raw",1
17289,"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, cooked, braised",0
13916,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",0
03_0024,"Onion, raw",1
17225,"Lamb, ground, cooked, broiled",0
2029,"Spices, parsley, dried",1
11156,"Chives, raw",1
42265,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",1
17462,"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, roasted",0
11527,"Tomatoes, green, raw",1
23187,"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",0
15078,"Cake and pastry, doughnuts, cake-type",1
8651,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE 80 Calories, Honey Squares",1
8148,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size",1
13337,"Beef, variety meats and by-products, thymus, raw",0
plant-based-19,Vegan Chicken Free Southern Fried Strips,1
6321,"Green onion, ""Wakegi"", leaves, boiled",1
13815,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",0
11372,"Potatoes, scalloped, home-prepared with butter",1
804,"Apple, danish, raw",1
1301,Ice cream sundae cone,0
13166,"USDA Commodity, beef, canned",0
12155,"Nuts, walnuts, english",1
11432,"Radishes, oriental, dried",1
437,"Beef, brisket, middle part, raw",0
14216,"Beverages, aloe vera juice drink, fortified with Vitamin C",1
20622,"Spaghetti, protein-fortified, dry, enriched (n x 6.25)",1
23621,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",0
23050,"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",0
13158,"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled",0
14315,"Beverages, OVALTINE, chocolate malt powder",1
139,"Lamb, shoulder, raw",0
14631,"Beverage, Horchata, dry mix, unprepared, variety of brands, all with morro seeds",1
03_0019,"Gourd, ridge, raw",1
7068,"Salami, cooked, beef",0
16001,"Beans, adzuki, mature seeds, raw",1
2066,"Spearmint, dried",1
11285,"Onions, canned, solids and liquids",1
8617,"Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Bite Size Blueberry Muffin",1
13879,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0
11081,"Beets, cooked, boiled, drained",1
5348,"Chicken, broilers or fryers, breast, meat and skin, cooked, rotisserie, original seasoning",0
11764,"Celery, cooked, boiled, drained, with salt",1
15053,"Traditional confectionery, ""Shiogama"" (molded confectionary made from sugar, glutinous rice flour and perilla leaf powder)",1
43218,"Cereals ready-to-eat, ALPEN",1
14608,"V8 SPLASH Juice Drinks, Diet Fruit Medley",1
6220,"Carrot, ""Kintoki"" (oriental type), root without skin, raw",1
11058,"Beef, dairy fattened steer, rump, lean, raw",0
5740,"Turkey, thigh, from whole bird, meat only, raw",0
9029,"Apricots, canned, extra heavy syrup pack, without skin, solids and liquids",1
23554,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",0
17261,"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0
08_0029,"Muskmelon, Bangee, light orange flesh, ripe, raw",1
10865,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",0
10223,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",0
20444,"Rice, white, long-grain, regular, raw, unenriched",1
plant-based-201,Non-Dairy Butter,1
17254,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",0
11144,"Celery, cooked, boiled, drained, without salt",1
23355,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",0
plant-based-16,Vegan Chicken Free Burgers,1
1002,"Butter, whipped, with salt",0
14146,"Beverages, Carbonated beverage, low calorie, cola or pepper-type, with aspartame, without caffeine",1
14400,"Beverages, Carbonated beverage, cola, contains caffeine, fast-food cola",1
10189,"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",0
5149,"Goose, domesticated, meat only, cooked, roasted",0
17429,"Veal, foreshank, osso buco, separable lean only, cooked, braised",0
16072,"Lima beans, large, mature seeds, cooked, boiled, without salt",1
18,"Plum, raw",1
10921,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",0
10304,"Mollusks, whelk and Ivory shell, raw",0
324,"Tongue, pig, raw",0
16361,"Cowpeas, catjang, mature seeds, cooked, boiled, with salt",1
1215,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",0
17155,"Veal, Australian, rib, rib roast, separable lean and fat, raw",0
13463,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",0
1126,"Egg, yolk, raw, frozen, pasteurized",0
11060,"Beans, snap, green, frozen, all styles, unprepared",1
14231,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",1
03_0015,"Gourd, ash, raw",1
9091,"Figs, canned, light syrup pack, solids and liquids",1
15082,"Cake and pastry, butter cake",1
11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",1
11171,"Pork, offal and by-products, uterus, raw",0
5317,"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",0
17397,"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",0
4656,"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",1
23454,"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",0
14162,"Beverages, Apple juice drink, light, fortified with vitamin C",1
11749,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",1
458,"Bamboo shoots, canned, salted",1
4001,"Fat, beef tallow",0
5686,"Chicken, skin (drumsticks and thighs), enhanced, cooked, roasted",0
11762,"Cauliflower, frozen, cooked, boiled, drained, with salt",1
plant-based-53,Veggie Tomato & Vegan Cheddar Flavour Bites ,1
05_0016,"Sweet potato, Komola Sundori, orange flesh, boiled* (without salt)",1
5652,"Ostrich, oyster, cooked",0
10371,"Crustacean, mantis shrimp, boiled",0
12157,"Nuts, walnuts, dry roasted, with salt added",1
10195,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",0
311,"Tomato paste, concentrated",1
23461,"Beef, New Zealand, imported, flat, separable lean and fat, raw",0
1295,"Yogurt, vanilla, non-fat",0
20420,"Pasta, dry, unenriched",1
4511,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",1
23434,"Beef, New Zealand, imported, striploin, separable lean only, raw",0
17444,"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw",0
plant-based-103,Plant Based Chick'n Burgers,1
1310,"Bread, wheat with rye",1
08_0022,"Lemon, Kagoji, raw",1
5180,"Turkey from whole, neck, meat only, cooked, simmered",0
23369,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",0
1136,"Egg, white, dried, powder, stabilized, glucose reduced",0
23585,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, raw",0
8083,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS",1
11338,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",1
23558,"Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",0
23623,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",0
14_0001,Coconut water,1
23567,"Beef, ground, 85% lean meat / 15% fat, raw",0
43269,"Frozen novelties, ice cream type, sundae, prepackaged",0
821,"Potato, old (February to June), raw",1
16003,"Beans, adzuki, mature seeds, canned, sweetened",1
plant-based-48,Vegan Butter Alternative,1
11008,"Artichokes, (globe or french), cooked, boiled, drained, without salt",1
11356,"Potatoes, Russet, flesh and skin, baked",1
8270,"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA",1
17226,"Lamb, domestic, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0
17101,"Veal, leg (top round), separable lean only, cooked, pan-fried, breaded",0
23131,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",0
2038,"Spices, sage, ground",1
20130,Barley flour or meal,1
15271,"Crustaceans, shrimp, cooked (not previously frozen)",0
11645,"Sweet potato, canned, syrup pack, solids and liquids",1
8634,"Cereals ready-to-eat, GENERAL MILLS, PEANUT BUTTER TOAST CRUNCH",1
9109,"Gooseberries, canned, light syrup pack, solids and liquids",1
13899,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",0
17085,"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",0
11987,"Mushrooms, oyster, raw",1
plant-based-224,Dairy Alternative,1
15089,"Pudding and chilled dessert, milk jelly",1
7088,"Honey roll sausage, beef",0
1016,"Cheese, cottage, lowfat, 1% milkfat",0
4545,"Oil, sunflower, linoleic, (partially hydrogenated)",1
1465,"Whitebread, for toasting, industrial produced",1
16091,"Peanuts, spanish, raw",1
214,"Pear, raw",1
12008,"Seeds, cottonseed flour, low fat (glandless)",1
17075,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",0
13874,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",0
5133,"Chicken, capons, meat and skin and giblets and neck, raw",0
17222,"Veal, variety meats and by-products, tongue, raw",0
17256,"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",0
11683,"Carrot, dehydrated",1
10033,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",0
08_0019,"Jambos, raw",1
9011,"Apples, dried, sulfured, uncooked",1
11437,"Salsify, (vegetable oyster), raw",1
5323,"Chicken patty, frozen, uncooked",0
11046,"Beef, dairy fattened steer, flank or short plate, lean and fat, raw",0
527,"Coriander, leaf, dried",1
9510,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",1
15050,"Traditional confectionery, ""Maki-senbei"" (light wheat cracker roll with sugar confectionary filling)",1
17197,"Veal, variety meats and by-products, kidneys, raw",0
11490,"Squash, winter, hubbard, baked, without salt",1
17420,"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, raw",0
8106,"Cereals, CREAM OF WHEAT, instant, dry",1
7030,"Ham, minced",0
23008,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",0
05_0015,"Sweet potato, skin purple, flesh pale-yellow, boiled* (without salt)",1
7201,"OSCAR MAYER, Bologna (beef)",0
474,"Water, carbonated",1
5001,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw",0
690,"Cucumber, large, pickled, sugar not added",1
4670,"USDA Commodity Food, oil, vegetable, low saturated fat",1
17107,"Veal, loin, separable lean only, raw",0
plant-based-204,Non-Dairy Ice Cream,1
365,"Cheese, hard, Parmesan, grated",0
642,"Melon, honeydew, raw",1
9022,"Apricots, canned, water pack, with skin, solids and liquids",1
5160,"Squab, (pigeon), meat and skin, raw",0
14157,"Beverages, Carbonated beverage, root beer",1
49,"Peach, raw",1
19090,"Ice creams, french vanilla, soft-serve",0
6306,"Japanese scallion, ""Rakkyo"", mature bulb, pickles, sweetened",1
11412,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",1
5691,"Chicken, dark meat, thigh, meat and skin, enhanced, raw",0
10907,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",0
17258,"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",0
990,"Cream pastry, average values",1
13419,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",0
13817,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0
3022,Honey,1
23606,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",0
14536,"Alcoholic beverage, wine, dessert, dry",1
10974,"Pork, ground, 72% lean / 28% fat, cooked, crumbles",0
14148,"Beverages, carbonated, cola, regular",1
8101,"Cereals, CREAM OF RICE, cooked with water, without salt",1
23637,"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",0
464,"Papaya, pawpaw, raw",1
5700,"Turkey, enhanced, dark meat from whole, meat and skin, raw",0
10011,"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",0
379,"Pork, loin with rind, raw",0
plant-based-8,Vegan Meat Free Beef Flavoured Gravy Granules,1
9150,"Lemons, raw, without peel",1
11337,"Peppers, sweet, green, frozen, chopped, unprepared",1
13852,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",0
14651,"Fruit juice drink, greater than 3% juice, high vitamin C",1
8122,"Cereals, oats, instant, fortified, plain, dry",1
17374,"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",0
17370,"Lamb, New Zealand, imported, ground lamb, cooked, braised",0
11162,"Collards, cooked, boiled, drained, without salt",1
102,"Chicory, raw",1
17006,"Lamb, domestic, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",0
23094,"Beef, chuck for stew, separable lean and fat, select, raw",0
1343,"Pork, minced, high fat content, raw",0
43379,"Cheese, pasteurized process, swiss, low fat",0
11484,"Squash, winter, acorn, cooked, boiled, mashed, without salt",1
17367,"Lamb, New Zealand, imported, kidney, raw",0
14140,"Alcoholic beverage, wine, table, white, Muscat",1
10158,"USDA Commodity, pork, canned",0
5128,"Chicken, stewing, giblets, cooked, simmered",0
420,"Beef, outside, round, raw",0
13849,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",0
15148,"Crustaceans, lobster, northern, cooked, moist heat",0
11833,"Potatoes, boiled, cooked without skin, flesh, with salt",1
8677,"Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS Touch of Fruit in the Middle, Raspberry",1
10320,"Crustacean, Japanese spiny lobster, raw",0
11289,"Onions, frozen, whole, unprepared",1
14035,"Beverages, ABBOTT, EAS soy protein powder",1
16150,"Peanut butter, smooth, reduced fat",1
5644,"Ostrich, inside leg, raw",0
7046,"Turkey breast, low salt, prepackaged or deli, luncheon meat",0
10888,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",0
8641,"Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar",1
9010,"Apples, dehydrated (low moisture), sulfured, stewed",1
8018,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN",1
12516,"Seeds, pumpkin and squash seed kernels, roasted, with salt added",1
20653,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry",1
23247,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",0
2018,"Spices, fennel seed",1
23318,"Beef, Australian, imported, grass-fed, round, top round cap-off steak/roast, boneless, separable lean and fat, raw",0
11878,"Taro, cooked, with salt",1
02_0003,"Black gram, dehulled, dried raw",1
5024,"Pork, spare rib roast of thick belly, approx. 2 mm fat, raw",0
765,"Cheese, Quarg, 45 % fidm.",0
9052,"Blueberries, canned, heavy syrup, solids and liquids",1
13443,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",0
17133,"Veal, shoulder, blade, separable lean only, cooked, roasted",0
23414,"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",0
7047,"Oranges, Valencia, marmalade, lightly sweetened",1
565,"Plain cake, chocolate cake",1
10058,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",0
16040,"Beans, pink, mature seeds, raw",1
20629,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",1
16020,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",1
14646,"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",1
5326,"Chicken breast tenders, breaded, cooked, microwaved",0
10929,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",0
23608,"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",0
11922,"Sesbania flower, cooked, steamed, with salt",1
11073,"Beef, imported beef, sirloin, lean, raw",0
5077,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour",0
23234,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",0
10859,"Pork, fresh, loin, top loin (chops), boneless, enhanced, separable lean and fat, cooked, pan-broiled",0
265,"Cheese, processed, 45 % fidm.",0
7122,"Grapes, canned in heavy syrup",1
8588,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CINNABON cereal",1
23563,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",0
7,"Duck, flesh only, raw",0
13343,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",0
10_0015,"Pork, meat, <5 % fat, raw",0
5166,"Turkey, whole, meat and skin, cooked, roasted",0
10118,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",0
23435,"Beef, New Zealand, imported, subcutaneous fat, cooked",0
10932,"Pork, cured, ham, rump, bone-in, separable lean only, unheated",0
11266,"Mushrooms, brown, italian, or crimini, raw",1
11693,"Tomatoes, crushed, canned",1
1212,"Milk, dry, whole, without added vitamin D",0
11077,"Beef, imported beef, inside round, lean, raw",0
1055,"Cream, sour, reduced fat, cultured",0
11858,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",1
10166,"Pork, cured, separable fat (from ham and arm picnic), unheated",0
9414,"Pears, raw, bosc",1
23562,"Beef, ground, 90% lean meat / 10% fat, raw",0
23308,"Beef, Australian, imported, grass-fed, round, bottom round steak/roast, boneless, separable lean only, raw",0
43276,"Cheese spread, cream cheese base",0
9205,"Oranges, raw, with peel",1
7090,"Luncheon sausage, pork and beef",0
11196,"Pork, liver paste",0
11380,"Potatoes, mashed, dehydrated, granules without milk, dry form",1
10339,"Crustacean, red king crab*, boiled
?*Syn. king crab?",0
1116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",0
11464,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",1
16,Black pudding (boiled),0
13829,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",0
1208,"Cheese, provolone, reduced fat",0
06_0004,Coconut milk,1
08_0037,"Pineapple, Joldugee, ripe, raw",1
14106,"Alcoholic beverage, wine, table, white",1
17096,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded",0
14253,"Alcoholic beverages, Wine, rose",1
03_0004,"Beet root, red, raw",1
16039,"Beans, navy, mature seeds, canned",1
7168,"Kiwifruit, yellow flesh type, raw",1
14101,"Alcoholic Beverage, wine, table, red, Barbera",1
16403,"Refried beans, canned, traditional, reduced sodium",1
7976,"Sausage, chicken or turkey, Italian style,  lower sodium",0
11016,"Beef, Japanese beef cattle, sirloin, without subcutaneous fat, raw",0
10038,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",0
9092,"Figs, canned, heavy syrup pack, solids and liquids",1
7117,"Grapes, raisins",1
20105,"Macaroni, vegetable, enriched, dry",1
23053,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",0
10852,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",0
11546,"Tomato products, canned, paste, without salt added",1
1244,"Pork, hind leg without rind, raw",0
8206,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",1
11021,"Beef, Japanese beef cattle, inside round, lean, raw",0
9133,"Grapes, canned, thompson seedless, water pack, solids and liquids",1
14063,"Beverages, chocolate powder, no sugar added",1
484,"Peas, chick/garbanzo, dry, raw",1
plant-based-39,Plant Based Dairy Free Cheese Alternative Slices ,1
13469,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",0
11703,"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",1
5041,"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",0
13340,"Beef, variety meats and by-products, tongue, cooked, simmered",0
1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",0
5093,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour",0
14116,"Alcoholic beverage, wine, table, white, Chenin Blanc",1
1005,"Cheese, brick",0
755,"Cheese, Danish Blue, 60 % fidm.",0
4693,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",1
17305,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, cooked, broiled",0
10169,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",0
5627,"Emu, full rump, cooked, broiled",0
9518,"Raspberries, frozen, unsweetened",1
671,"Endive (escarole), raw",1
1157,"Cheese, goat, semisoft type",0
23659,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",0
1034,"Cheese, port de salut",0
9041,"Bananas, dehydrated, or banana powder",1
9070,"Cherries, sweet, raw",1
12142,"Nuts, pecans",1
1098,"Oil, palm",1
777,"Cheese, firm, Maribo, 30 % fidm.",0
11659,"Sweet potato, cooked, candied, home-prepared",1
17084,"Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, raw",0
23266,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",0
23469,"Beef, New Zealand, imported, striploin, separable lean and fat, raw",0
23041,"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",0
20657,"Pasta, gluten-free, corn and rice flour, cooked",1
587,"Mustard, brown, ready made",1
14628,"Beverages, Energy drink, AMP, sugar free",1
43241,"Cereals ready-to-eat, FAMILIA",1
15077,"Cake and pastry, doughnuts, yeast-leavened",1
11769,"Collards, frozen, chopped, cooked, boiled, drained, with salt",1
14_0003,"Coffee, powder",1
